"Notes"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Apr 21, 2004"	"2004/04/21"	84.21	59.95	86.08
	"Apr 22, 2004"	"2004/04/22"	85.94	60.52	88.23
	"Apr 23, 2004"	"2004/04/23"	82.98	61.45	89.78
	"Apr 24, 2004"	"2004/04/24"	76.43	59.49	86.24
	"Apr 25, 2004"	"2004/04/25"	81.05	59.73	84.27
	"Apr 26, 2004"	"2004/04/26"	78.98	59.51	83.17
	"Apr 27, 2004"	"2004/04/27"	80.52	56.92	80.49
	"Apr 28, 2004"	"2004/04/28"	77.61	55.22	81.64
	"Apr 29, 2004"	"2004/04/29"	85.11	59.12	86.58
	"Apr 30, 2004"	"2004/04/30"	84.72	61.96	90.42
	"May 01, 2004"	"2004/05/01"	70.00	53.06	85.71
	"May 02, 2004"	"2004/05/02"	72.78	46.86	Missing
	"May 03, 2004"	"2004/05/03"	79.92	50.67	80.30
	"May 04, 2004"	"2004/05/04"	83.31	53.45	82.05
	"May 05, 2004"	"2004/05/05"	86.34	56.37	85.23
	"May 06, 2004"	"2004/05/06"	87.77	60.50	87.48
	"May 07, 2004"	"2004/05/07"	87.05	61.34	86.75
	"May 08, 2004"	"2004/05/08"	85.77	63.29	85.92
	"May 09, 2004"	"2004/05/09"	86.12	63.05	86.32
	"May 10, 2004"	"2004/05/10"	88.12	63.89	89.00
	"May 11, 2004"	"2004/05/11"	84.68	65.74	86.04
	"May 12, 2004"	"2004/05/12"	90.65	65.49	93.55
	"May 13, 2004"	"2004/05/13"	85.33	64.47	90.51
	"May 14, 2004"	"2004/05/14"	77.02	57.46	86.93
	"May 15, 2004"	"2004/05/15"	83.01	56.15	84.39
	"May 16, 2004"	"2004/05/16"	85.23	61.69	84.77
	"May 17, 2004"	"2004/05/17"	89.89	64.12	90.55
	"May 18, 2004"	"2004/05/18"	92.47	67.29	93.39
	"May 19, 2004"	"2004/05/19"	92.68	67.68	93.55
	"May 20, 2004"	"2004/05/20"	91.16	67.24	91.96
	"May 21, 2004"	"2004/05/21"	91.72	67.45	92.52
	"May 22, 2004"	"2004/05/22"	93.43	67.94	94.05
	"May 23, 2004"	"2004/05/23"	93.54	67.82	93.78
	"May 24, 2004"	"2004/05/24"	95.62	68.64	95.76
	"May 25, 2004"	"2004/05/25"	95.18	69.70	95.52
	"May 26, 2004"	"2004/05/26"	94.91	70.67	95.29
	"May 27, 2004"	"2004/05/27"	92.95	69.50	95.63
	"May 28, 2004"	"2004/05/28"	94.30	68.36	95.08
	"May 29, 2004"	"2004/05/29"	95.31	71.02	97.80
	"May 30, 2004"	"2004/05/30"	94.92	70.79	97.33
	"May 31, 2004"	"2004/05/31"	95.05	68.72	94.16
	"Jun 01, 2004"	"2004/06/01"	99.04	69.12	99.29
	"Jun 02, 2004"	"2004/06/02"	98.09	72.19	100.38
	"Jun 03, 2004"	"2004/06/03"	90.41	71.15	92.69
	"Jun 04, 2004"	"2004/06/04"	93.76	69.50	95.48
	"Jun 05, 2004"	"2004/06/05"	93.25	71.99	94.64
	"Jun 06, 2004"	"2004/06/06"	92.46	71.48	94.19
	"Jun 07, 2004"	"2004/06/07"	92.52	71.42	94.40
	"Jun 08, 2004"	"2004/06/08"	85.37	69.51	89.91
	"Jun 09, 2004"	"2004/06/09"	86.45	69.58	91.41
	"Jun 10, 2004"	"2004/06/10"	91.47	70.25	94.25
	"Jun 11, 2004"	"2004/06/11"	92.47	70.85	95.45
	"Jun 12, 2004"	"2004/06/12"	93.32	71.37	97.72
	"Jun 13, 2004"	"2004/06/13"	95.04	71.75	98.62
	"Jun 14, 2004"	"2004/06/14"	95.75	71.07	98.63
	"Jun 15, 2004"	"2004/06/15"	93.27	71.89	95.21
	"Jun 16, 2004"	"2004/06/16"	93.47	70.88	95.96
	"Jun 17, 2004"	"2004/06/17"	93.49	72.92	97.70
	"Jun 18, 2004"	"2004/06/18"	94.26	73.20	98.45
	"Jun 19, 2004"	"2004/06/19"	91.39	72.59	94.37
	"Jun 20, 2004"	"2004/06/20"	93.45	71.66	96.19
	"Jun 21, 2004"	"2004/06/21"	94.26	73.23	97.04
	"Jun 22, 2004"	"2004/06/22"	85.90	71.18	90.09
	"Jun 23, 2004"	"2004/06/23"	85.74	69.60	87.71
	"Jun 24, 2004"	"2004/06/24"	87.96	71.22	89.43
	"Jun 25, 2004"	"2004/06/25"	86.67	71.53	89.60
	"Jun 26, 2004"	"2004/06/26"	84.35	69.50	85.95
	"Jun 27, 2004"	"2004/06/27"	86.55	69.70	89.59
	"Jun 28, 2004"	"2004/06/28"	85.56	72.06	90.26
	"Jun 29, 2004"	"2004/06/29"	83.40	71.65	88.14
	"Jun 30, 2004"	"2004/06/30"	87.27	70.04	90.75
	"Jul 01, 2004"	"2004/07/01"	92.72	70.80	96.76
	"Jul 02, 2004"	"2004/07/02"	95.53	73.20	99.83
	"Jul 03, 2004"	"2004/07/03"	96.61	73.15	101.26
	"Jul 04, 2004"	"2004/07/04"	95.66	74.03	97.72
	"Jul 05, 2004"	"2004/07/05"	94.59	71.95	97.37
	"Jul 06, 2004"	"2004/07/06"	93.73	73.56	97.49
	"Jul 07, 2004"	"2004/07/07"	94.30	74.15	98.45
	"Jul 08, 2004"	"2004/07/08"	95.86	73.91	99.87
	"Jul 09, 2004"	"2004/07/09"	93.85	73.47	97.57
	"Jul 10, 2004"	"2004/07/10"	92.10	72.86	94.80
	"Jul 11, 2004"	"2004/07/11"	91.33	72.43	93.28
	"Jul 12, 2004"	"2004/07/12"	90.65	70.88	92.91
	"Jul 13, 2004"	"2004/07/13"	93.20	71.30	94.41
	"Jul 14, 2004"	"2004/07/14"	96.45	71.75	97.68
	"Jul 15, 2004"	"2004/07/15"	98.09	72.88	99.16
	"Jul 16, 2004"	"2004/07/16"	97.59	72.77	99.13
	"Jul 17, 2004"	"2004/07/17"	96.53	73.79	99.58
	"Jul 18, 2004"	"2004/07/18"	95.74	74.08	97.75
	"Jul 19, 2004"	"2004/07/19"	96.56	73.86	99.32
	"Jul 20, 2004"	"2004/07/20"	96.67	74.12	99.15
	"Jul 21, 2004"	"2004/07/21"	94.31	73.78	96.89
	"Jul 22, 2004"	"2004/07/22"	93.59	73.25	96.22
	"Jul 23, 2004"	"2004/07/23"	92.86	72.56	96.26
	"Jul 24, 2004"	"2004/07/24"	91.68	74.11	97.03
	"Jul 25, 2004"	"2004/07/25"	84.71	69.84	96.09
	"Jul 26, 2004"	"2004/07/26"	82.12	67.54	90.02
	"Jul 27, 2004"	"2004/07/27"	86.05	69.89	89.90
	"Jul 28, 2004"	"2004/07/28"	89.50	72.07	92.54
	"Jul 29, 2004"	"2004/07/29"	89.22	72.92	93.34
	"Jul 30, 2004"	"2004/07/30"	91.99	73.30	95.40
	"Jul 31, 2004"	"2004/07/31"	94.86	75.07	99.43
	"Aug 01, 2004"	"2004/08/01"	95.52	75.97	100.29
	"Aug 02, 2004"	"2004/08/02"	96.94	76.54	101.46
	"Aug 03, 2004"	"2004/08/03"	97.87	75.70	101.59
	"Aug 04, 2004"	"2004/08/04"	98.76	75.00	101.22
	"Aug 05, 2004"	"2004/08/05"	96.72	74.85	99.88
	"Aug 06, 2004"	"2004/08/06"	95.07	74.92	98.15
	"Aug 07, 2004"	"2004/08/07"	92.00	73.19	94.52
	"Aug 08, 2004"	"2004/08/08"	91.58	74.20	94.63
	"Aug 09, 2004"	"2004/08/09"	90.63	75.37	93.47
	"Aug 10, 2004"	"2004/08/10"	92.26	74.66	94.23
	"Aug 11, 2004"	"2004/08/11"	92.00	72.38	95.41
	"Aug 12, 2004"	"2004/08/12"	87.69	67.10	86.91
	"Aug 13, 2004"	"2004/08/13"	86.81	67.31	86.25
	"Aug 14, 2004"	"2004/08/14"	88.25	66.74	87.99
	"Aug 15, 2004"	"2004/08/15"	86.62	67.94	86.51
	"Aug 16, 2004"	"2004/08/16"	85.95	66.65	86.42
	"Aug 17, 2004"	"2004/08/17"	88.34	67.27	88.36
	"Aug 18, 2004"	"2004/08/18"	91.35	68.94	93.13
	"Aug 19, 2004"	"2004/08/19"	90.44	72.07	94.39
	"Aug 20, 2004"	"2004/08/20"	91.76	72.68	97.53
	"Aug 21, 2004"	"2004/08/21"	90.29	72.90	93.86
	"Aug 22, 2004"	"2004/08/22"	91.75	72.76	94.87
	"Aug 23, 2004"	"2004/08/23"	93.06	73.08	96.98
	"Aug 24, 2004"	"2004/08/24"	95.10	73.69	99.93
	"Aug 25, 2004"	"2004/08/25"	94.74	74.86	98.90
	"Aug 26, 2004"	"2004/08/26"	96.46	74.82	100.65
	"Aug 27, 2004"	"2004/08/27"	95.54	74.39	98.86
	"Aug 28, 2004"	"2004/08/28"	89.76	73.00	94.10
	"Aug 29, 2004"	"2004/08/29"	90.61	71.52	92.89
	"Aug 30, 2004"	"2004/08/30"	90.42	70.99	91.12
	"Aug 31, 2004"	"2004/08/31"	87.01	69.34	87.70
	"Sep 01, 2004"	"2004/09/01"	84.78	68.24	86.56
	"Sep 02, 2004"	"2004/09/02"	85.89	69.40	86.80
	"Sep 03, 2004"	"2004/09/03"	88.04	69.32	89.25
	"Sep 04, 2004"	"2004/09/04"	88.82	69.84	91.62
	"Sep 05, 2004"	"2004/09/05"	89.11	72.56	93.58
	"Sep 06, 2004"	"2004/09/06"	88.92	70.89	91.40
	"Sep 07, 2004"	"2004/09/07"	84.39	65.69	84.35
	"Sep 08, 2004"	"2004/09/08"	84.51	61.30	83.36
	"Sep 09, 2004"	"2004/09/09"	85.49	63.01	84.12
	"Sep 10, 2004"	"2004/09/10"	87.58	65.72	87.44
	"Sep 11, 2004"	"2004/09/11"	90.31	70.07	90.92
	"Sep 12, 2004"	"2004/09/12"	92.04	70.53	92.54
	"Sep 13, 2004"	"2004/09/13"	91.68	70.55	92.67
	"Sep 14, 2004"	"2004/09/14"	90.61	71.37	93.07
	"Sep 15, 2004"	"2004/09/15"	93.32	72.31	96.90
	"Sep 16, 2004"	"2004/09/16"	95.26	73.03	98.23
	"Sep 17, 2004"	"2004/09/17"	95.87	73.90	98.19
	"Sep 18, 2004"	"2004/09/18"	92.83	73.08	94.98
	"Sep 19, 2004"	"2004/09/19"	90.86	71.58	93.11
	"Sep 20, 2004"	"2004/09/20"	89.96	68.94	90.84
	"Sep 21, 2004"	"2004/09/21"	87.96	69.52	88.97
	"Sep 22, 2004"	"2004/09/22"	86.87	68.60	89.48
	"Sep 23, 2004"	"2004/09/23"	86.45	67.18	89.54
	"Sep 24, 2004"	"2004/09/24"	85.68	69.52	87.84
	"Sep 25, 2004"	"2004/09/25"	82.55	67.11	86.48
	"Sep 26, 2004"	"2004/09/26"	80.37	66.73	86.71
	"Sep 27, 2004"	"2004/09/27"	81.02	66.12	85.18
	"Sep 28, 2004"	"2004/09/28"	81.28	65.65	85.25
	"Sep 29, 2004"	"2004/09/29"	82.11	63.58	84.83
	"Sep 30, 2004"	"2004/09/30"	84.42	63.36	86.87
	"Oct 01, 2004"	"2004/10/01"	87.22	65.26	92.91
	"Oct 02, 2004"	"2004/10/02"	80.10	65.15	90.71
	"Oct 03, 2004"	"2004/10/03"	83.55	64.74	88.63
	"Oct 04, 2004"	"2004/10/04"	84.07	67.56	89.00
	"Oct 05, 2004"	"2004/10/05"	80.68	65.93	85.73
	"Oct 06, 2004"	"2004/10/06"	82.10	65.87	87.11
	"Oct 07, 2004"	"2004/10/07"	81.21	67.63	86.11
	"Oct 08, 2004"	"2004/10/08"	81.90	65.48	85.55
	"Oct 09, 2004"	"2004/10/09"	77.28	62.14	85.43
	"Oct 10, 2004"	"2004/10/10"	74.31	59.34	85.38
	"Oct 11, 2004"	"2004/10/11"	75.05	58.37	85.21
	"Oct 12, 2004"	"2004/10/12"	77.05	58.99	86.33
	"Oct 13, 2004"	"2004/10/13"	79.24	57.40	85.46
	"Oct 14, 2004"	"2004/10/14"	69.40	50.31	84.66
	"Oct 15, 2004"	"2004/10/15"	80.38	51.53	80.99
	"Oct 16, 2004"	"2004/10/16"	78.84	54.61	86.59
	"Oct 17, 2004"	"2004/10/17"	86.77	61.40	89.77
	"Oct 18, 2004"	"2004/10/18"	86.06	65.96	91.43
	"Oct 19, 2004"	"2004/10/19"	87.33	65.09	91.59
	"Oct 20, 2004"	"2004/10/20"	89.65	65.98	93.37
	"Oct 21, 2004"	"2004/10/21"	91.29	67.48	94.74
	"Oct 22, 2004"	"2004/10/22"	84.11	67.64	96.30
	"Oct 23, 2004"	"2004/10/23"	80.27	63.87	88.64
	"Oct 24, 2004"	"2004/10/24"	83.55	62.69	89.97
	"Oct 25, 2004"	"2004/10/25"	82.35	66.31	90.13
	"Oct 26, 2004"	"2004/10/26"	81.35	66.88	90.05
	"Oct 27, 2004"	"2004/10/27"	82.83	67.12	89.26
	"Oct 28, 2004"	"2004/10/28"	84.46	68.20	89.17
	"Oct 29, 2004"	"2004/10/29"	82.27	65.17	90.39
	"Oct 30, 2004"	"2004/10/30"	80.44	62.39	89.71
	"Oct 31, 2004"	"2004/10/31"	76.70	63.41	88.28
	"Nov 01, 2004"	"2004/11/01"	72.64	59.09	86.97
	"Nov 02, 2004"	"2004/11/02"	61.04	45.90	87.73
	"Nov 03, 2004"	"2004/11/03"	58.33	42.49	Missing
	"Nov 04, 2004"	"2004/11/04"	66.67	42.32	Missing
	"Nov 05, 2004"	"2004/11/05"	69.23	44.72	Missing
	"Nov 06, 2004"	"2004/11/06"	75.20	46.91	79.53
	"Nov 07, 2004"	"2004/11/07"	76.92	51.76	81.70
	"Nov 08, 2004"	"2004/11/08"	74.45	53.39	81.93
	"Nov 09, 2004"	"2004/11/09"	73.15	53.18	83.53
	"Nov 10, 2004"	"2004/11/10"	74.40	54.93	84.42
	"Nov 11, 2004"	"2004/11/11"	63.02	48.20	86.88
	"Nov 12, 2004"	"2004/11/12"	57.30	43.93	Missing
	"Nov 13, 2004"	"2004/11/13"	53.85	46.67	Missing
	"Nov 14, 2004"	"2004/11/14"	56.06	47.60	Missing
	"Nov 15, 2004"	"2004/11/15"	64.67	52.18	83.97
	"Nov 16, 2004"	"2004/11/16"	68.86	58.55	85.18
	"Nov 17, 2004"	"2004/11/17"	67.20	56.98	84.59
	"Nov 18, 2004"	"2004/11/18"	69.59	55.18	82.36
	"Nov 19, 2004"	"2004/11/19"	70.09	55.51	85.74
	"Nov 20, 2004"	"2004/11/20"	68.85	55.80	88.27
	"Nov 21, 2004"	"2004/11/21"	69.27	55.64	90.26
	"Nov 22, 2004"	"2004/11/22"	69.03	57.54	88.30
	"Nov 23, 2004"	"2004/11/23"	68.59	52.35	88.72
	"Nov 24, 2004"	"2004/11/24"	57.50	41.74	Missing
	"Nov 25, 2004"	"2004/11/25"	61.98	39.07	Missing
	"Nov 26, 2004"	"2004/11/26"	70.02	46.02	83.65
	"Nov 27, 2004"	"2004/11/27"	62.25	45.78	80.12
	"Nov 28, 2004"	"2004/11/28"	65.80	42.94	83.87
	"Nov 29, 2004"	"2004/11/29"	68.37	46.40	88.21
	"Nov 30, 2004"	"2004/11/30"	52.64	35.55	Missing
	"Dec 01, 2004"	"2004/12/01"	54.25	33.36	Missing
	"Dec 02, 2004"	"2004/12/02"	57.09	37.45	Missing
	"Dec 03, 2004"	"2004/12/03"	58.49	39.10	Missing
	"Dec 04, 2004"	"2004/12/04"	60.91	44.53	Missing
	"Dec 05, 2004"	"2004/12/05"	69.94	52.32	85.71
	"Dec 06, 2004"	"2004/12/06"	70.19	54.45	87.73
	"Dec 07, 2004"	"2004/12/07"	64.28	47.24	79.92
	"Dec 08, 2004"	"2004/12/08"	67.19	46.20	85.39
	"Dec 09, 2004"	"2004/12/09"	69.93	47.39	81.73
	"Dec 10, 2004"	"2004/12/10"	63.49	45.74	79.62
	"Dec 11, 2004"	"2004/12/11"	65.53	42.71	Missing
	"Dec 12, 2004"	"2004/12/12"	70.41	45.15	80.80
	"Dec 13, 2004"	"2004/12/13"	53.07	36.74	Missing
	"Dec 14, 2004"	"2004/12/14"	45.76	31.37	Missing
	"Dec 15, 2004"	"2004/12/15"	50.57	29.26	Missing
	"Dec 16, 2004"	"2004/12/16"	53.03	36.43	Missing
	"Dec 17, 2004"	"2004/12/17"	55.47	37.05	Missing
	"Dec 18, 2004"	"2004/12/18"	59.80	37.87	Missing
	"Dec 19, 2004"	"2004/12/19"	58.66	38.53	Missing
	"Dec 20, 2004"	"2004/12/20"	64.85	38.49	Missing
	"Dec 21, 2004"	"2004/12/21"	63.19	44.13	81.10
	"Dec 22, 2004"	"2004/12/22"	51.63	30.51	81.37
	"Dec 23, 2004"	"2004/12/23"	35.08	22.56	Missing
	"Dec 24, 2004"	"2004/12/24"	30.89	20.42	Missing
	"Dec 25, 2004"	"2004/12/25"	43.19	21.91	Missing
	"Dec 26, 2004"	"2004/12/26"	53.74	30.34	Missing
	"Dec 27, 2004"	"2004/12/27"	58.03	33.90	Missing
	"Dec 28, 2004"	"2004/12/28"	64.83	42.53	Missing
	"Dec 29, 2004"	"2004/12/29"	69.14	49.71	Missing
	"Dec 30, 2004"	"2004/12/30"	70.11	53.59	Missing
	"Dec 31, 2004"	"2004/12/31"	71.15	53.64	80.50
	"Jan 01, 2005"	"2005/01/01"	71.89	54.54	81.41
	"Jan 02, 2005"	"2005/01/02"	71.60	57.80	82.60
	"Jan 03, 2005"	"2005/01/03"	73.53	59.61	84.07
	"Jan 04, 2005"	"2005/01/04"	73.89	59.61	85.18
	"Jan 05, 2005"	"2005/01/05"	66.88	42.81	84.61
	"Jan 06, 2005"	"2005/01/06"	49.79	36.20	Missing
	"Jan 07, 2005"	"2005/01/07"	59.48	39.21	82.13
	"Jan 08, 2005"	"2005/01/08"	62.22	39.54	Missing
	"Jan 09, 2005"	"2005/01/09"	72.76	46.44	83.73
	"Jan 10, 2005"	"2005/01/10"	74.79	55.98	81.26
	"Jan 11, 2005"	"2005/01/11"	74.58	54.60	82.17
	"Jan 12, 2005"	"2005/01/12"	71.16	51.98	83.73
	"Jan 13, 2005"	"2005/01/13"	58.34	38.04	Missing
	"Jan 14, 2005"	"2005/01/14"	53.33	33.30	Missing
	"Jan 15, 2005"	"2005/01/15"	53.15	35.26	Missing
	"Jan 16, 2005"	"2005/01/16"	47.92	31.38	Missing
	"Jan 17, 2005"	"2005/01/17"	49.19	29.44	Missing
	"Jan 18, 2005"	"2005/01/18"	52.75	35.13	Missing
	"Jan 19, 2005"	"2005/01/19"	65.06	42.59	Missing
	"Jan 20, 2005"	"2005/01/20"	70.86	48.41	Missing
	"Jan 21, 2005"	"2005/01/21"	73.35	50.99	80.68
	"Jan 22, 2005"	"2005/01/22"	62.64	38.77	81.94
	"Jan 23, 2005"	"2005/01/23"	48.12	30.40	Missing
	"Jan 24, 2005"	"2005/01/24"	60.71	36.67	Missing
	"Jan 25, 2005"	"2005/01/25"	72.18	45.19	80.28
	"Jan 26, 2005"	"2005/01/26"	70.03	49.68	82.64
	"Jan 27, 2005"	"2005/01/27"	55.47	45.17	Missing
	"Jan 28, 2005"	"2005/01/28"	58.51	41.77	Missing
	"Jan 29, 2005"	"2005/01/29"	61.45	42.55	80.98
	"Jan 30, 2005"	"2005/01/30"	57.33	44.28	82.27
	"Jan 31, 2005"	"2005/01/31"	51.67	40.67	81.78
	"Feb 01, 2005"	"2005/02/01"	45.17	38.54	Missing
	"Feb 02, 2005"	"2005/02/02"	48.65	38.09	Missing
	"Feb 03, 2005"	"2005/02/03"	51.99	37.72	Missing
	"Feb 04, 2005"	"2005/02/04"	56.09	39.18	Missing
	"Feb 05, 2005"	"2005/02/05"	55.31	40.67	Missing
	"Feb 06, 2005"	"2005/02/06"	64.47	47.97	80.85
	"Feb 07, 2005"	"2005/02/07"	62.88	48.36	83.24
	"Feb 08, 2005"	"2005/02/08"	66.34	45.92	84.52
	"Feb 09, 2005"	"2005/02/09"	59.23	42.34	84.21
	"Feb 10, 2005"	"2005/02/10"	56.53	38.32	Missing
	"Feb 11, 2005"	"2005/02/11"	57.06	45.50	Missing
	"Feb 12, 2005"	"2005/02/12"	62.79	48.85	81.58
	"Feb 13, 2005"	"2005/02/13"	72.16	54.06	81.62
	"Feb 14, 2005"	"2005/02/14"	74.42	51.43	81.44
	"Feb 15, 2005"	"2005/02/15"	77.51	51.75	82.30
	"Feb 16, 2005"	"2005/02/16"	66.57	50.49	85.38
	"Feb 17, 2005"	"2005/02/17"	56.59	45.16	81.15
	"Feb 18, 2005"	"2005/02/18"	54.45	45.53	Missing
	"Feb 19, 2005"	"2005/02/19"	67.66	47.83	81.54
	"Feb 20, 2005"	"2005/02/20"	75.49	55.98	83.35
	"Feb 21, 2005"	"2005/02/21"	76.97	55.28	84.30
	"Feb 22, 2005"	"2005/02/22"	75.31	56.11	83.09
	"Feb 23, 2005"	"2005/02/23"	72.86	55.49	84.61
	"Feb 24, 2005"	"2005/02/24"	60.29	45.28	82.97
	"Feb 25, 2005"	"2005/02/25"	55.74	42.89	Missing
	"Feb 26, 2005"	"2005/02/26"	53.90	44.44	Missing
	"Feb 27, 2005"	"2005/02/27"	62.81	44.65	Missing
	"Feb 28, 2005"	"2005/02/28"	63.51	44.45	Missing
	"Mar 01, 2005"	"2005/03/01"	62.87	42.42	80.04
	"Mar 02, 2005"	"2005/03/02"	64.18	45.08	81.63
	"Mar 03, 2005"	"2005/03/03"	67.95	48.03	80.04
	"Mar 04, 2005"	"2005/03/04"	69.61	47.47	80.59
	"Mar 05, 2005"	"2005/03/05"	68.05	51.88	Missing
	"Mar 06, 2005"	"2005/03/06"	67.22	51.54	81.46
	"Mar 07, 2005"	"2005/03/07"	70.82	51.96	84.40
	"Mar 08, 2005"	"2005/03/08"	66.01	45.06	Missing
	"Mar 09, 2005"	"2005/03/09"	65.95	44.86	Missing
	"Mar 10, 2005"	"2005/03/10"	72.87	45.99	79.81
	"Mar 11, 2005"	"2005/03/11"	68.84	48.62	80.89
	"Mar 12, 2005"	"2005/03/12"	79.44	47.40	80.83
	"Mar 13, 2005"	"2005/03/13"	72.93	48.18	85.72
	"Mar 14, 2005"	"2005/03/14"	58.18	41.12	Missing
	"Mar 15, 2005"	"2005/03/15"	54.49	42.04	81.53
	"Mar 16, 2005"	"2005/03/16"	49.89	38.70	Missing
	"Mar 17, 2005"	"2005/03/17"	61.02	36.10	Missing
	"Mar 18, 2005"	"2005/03/18"	70.01	41.81	80.71
	"Mar 19, 2005"	"2005/03/19"	70.46	50.66	84.44
	"Mar 20, 2005"	"2005/03/20"	74.79	53.03	83.45
	"Mar 21, 2005"	"2005/03/21"	72.27	55.30	85.46
	"Mar 22, 2005"	"2005/03/22"	69.04	48.89	80.63
	"Mar 23, 2005"	"2005/03/23"	71.39	44.83	80.97
	"Mar 24, 2005"	"2005/03/24"	75.91	50.16	83.23
	"Mar 25, 2005"	"2005/03/25"	73.38	52.98	85.68
	"Mar 26, 2005"	"2005/03/26"	64.48	48.49	87.18
	"Mar 27, 2005"	"2005/03/27"	61.33	42.55	Missing
	"Mar 28, 2005"	"2005/03/28"	75.51	43.38	79.84
	"Mar 29, 2005"	"2005/03/29"	77.00	51.24	82.59
	"Mar 30, 2005"	"2005/03/30"	77.47	53.10	84.55
	"Mar 31, 2005"	"2005/03/31"	73.31	53.45	87.43
	"Apr 01, 2005"	"2005/04/01"	62.94	44.45	Missing
	"Apr 02, 2005"	"2005/04/02"	70.52	41.53	Missing
	"Apr 03, 2005"	"2005/04/03"	75.97	45.60	80.20
	"Apr 04, 2005"	"2005/04/04"	80.27	53.62	81.84
	"Apr 05, 2005"	"2005/04/05"	78.64	57.17	86.07
	"Apr 06, 2005"	"2005/04/06"	71.53	53.76	82.15
	"Apr 07, 2005"	"2005/04/07"	74.75	50.02	81.19
	"Apr 08, 2005"	"2005/04/08"	77.93	51.95	81.54
	"Apr 09, 2005"	"2005/04/09"	81.60	55.10	82.89
	"Apr 10, 2005"	"2005/04/10"	78.18	56.52	85.24
	"Apr 11, 2005"	"2005/04/11"	73.38	52.42	82.82
	"Apr 12, 2005"	"2005/04/12"	77.24	49.69	82.26
	"Apr 13, 2005"	"2005/04/13"	78.37	52.52	82.10
	"Apr 14, 2005"	"2005/04/14"	75.29	51.04	81.92
	"Apr 15, 2005"	"2005/04/15"	75.36	55.23	81.03
	"Apr 16, 2005"	"2005/04/16"	78.86	55.54	81.52
	"Apr 17, 2005"	"2005/04/17"	79.22	56.73	81.59
	"Apr 18, 2005"	"2005/04/18"	80.57	58.25	82.44
	"Apr 19, 2005"	"2005/04/19"	83.87	60.16	85.13
	"Apr 20, 2005"	"2005/04/20"	85.77	60.26	87.03
	"Apr 21, 2005"	"2005/04/21"	86.01	61.17	88.03
	"Apr 22, 2005"	"2005/04/22"	82.30	59.08	88.11
	"Apr 23, 2005"	"2005/04/23"	67.77	51.42	82.42
	"Apr 24, 2005"	"2005/04/24"	68.32	45.55	80.19
	"Apr 25, 2005"	"2005/04/25"	74.70	49.16	84.33
	"Apr 26, 2005"	"2005/04/26"	76.25	52.35	84.24
	"Apr 27, 2005"	"2005/04/27"	82.72	52.43	83.06
	"Apr 28, 2005"	"2005/04/28"	86.54	57.95	86.98
	"Apr 29, 2005"	"2005/04/29"	82.53	56.53	90.47
	"Apr 30, 2005"	"2005/04/30"	67.80	48.91	81.73
	"May 01, 2005"	"2005/05/01"	73.53	46.47	80.82
	"May 02, 2005"	"2005/05/02"	67.86	49.65	83.17
	"May 03, 2005"	"2005/05/03"	64.78	51.81	81.55
	"May 04, 2005"	"2005/05/04"	67.18	51.36	81.58
	"May 05, 2005"	"2005/05/05"	78.47	52.19	82.58
	"May 06, 2005"	"2005/05/06"	81.42	56.97	83.02
	"May 07, 2005"	"2005/05/07"	82.25	58.53	84.61
	"May 08, 2005"	"2005/05/08"	80.68	60.27	84.72
	"May 09, 2005"	"2005/05/09"	88.64	60.30	88.59
	"May 10, 2005"	"2005/05/10"	90.64	64.36	91.09
	"May 11, 2005"	"2005/05/11"	89.04	65.07	90.67
	"May 12, 2005"	"2005/05/12"	86.90	64.75	88.21
	"May 13, 2005"	"2005/05/13"	87.22	64.54	88.02
	"May 14, 2005"	"2005/05/14"	85.51	62.82	87.17
	"May 15, 2005"	"2005/05/15"	78.73	60.37	85.27
	"May 16, 2005"	"2005/05/16"	80.29	57.84	82.90
	"May 17, 2005"	"2005/05/17"	86.84	60.23	86.18
	"May 18, 2005"	"2005/05/18"	90.21	63.98	90.76
	"May 19, 2005"	"2005/05/19"	92.18	67.48	92.95
	"May 20, 2005"	"2005/05/20"	94.48	68.95	95.87
	"May 21, 2005"	"2005/05/21"	95.66	70.34	96.67
	"May 22, 2005"	"2005/05/22"	97.19	69.64	97.76
	"May 23, 2005"	"2005/05/23"	96.59	68.74	95.45
	"May 24, 2005"	"2005/05/24"	96.54	68.25	96.08
	"May 25, 2005"	"2005/05/25"	95.35	68.94	96.16
	"May 26, 2005"	"2005/05/26"	84.62	67.43	88.55
	"May 27, 2005"	"2005/05/27"	86.96	65.83	88.44
	"May 28, 2005"	"2005/05/28"	84.83	68.53	87.72
	"May 29, 2005"	"2005/05/29"	85.89	68.20	87.96
	"May 30, 2005"	"2005/05/30"	86.02	68.27	87.32
	"May 31, 2005"	"2005/05/31"	87.78	68.44	90.71
	"Jun 01, 2005"	"2005/06/01"	88.98	69.01	91.05
	"Jun 02, 2005"	"2005/06/02"	94.02	69.61	96.58
	"Jun 03, 2005"	"2005/06/03"	89.33	71.04	92.02
	"Jun 04, 2005"	"2005/06/04"	93.25	69.64	96.39
	"Jun 05, 2005"	"2005/06/05"	92.89	69.99	95.59
	"Jun 06, 2005"	"2005/06/06"	94.50	71.66	98.94
	"Jun 07, 2005"	"2005/06/07"	95.36	72.09	100.04
