"Notes"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Sep 25, 1992"	"1992/09/25"	87.98	61.51	87.15
	"Sep 26, 1992"	"1992/09/26"	89.11	65.09	90.62
	"Sep 27, 1992"	"1992/09/27"	86.23	63.29	86.64
	"Sep 28, 1992"	"1992/09/28"	82.45	61.48	82.73
	"Sep 29, 1992"	"1992/09/29"	81.22	56.89	81.07
	"Sep 30, 1992"	"1992/09/30"	82.98	55.63	81.64
	"Oct 01, 1992"	"1992/10/01"	83.01	56.34	81.39
	"Oct 02, 1992"	"1992/10/02"	84.15	57.46	82.15
	"Oct 03, 1992"	"1992/10/03"	85.47	57.84	83.02
	"Oct 04, 1992"	"1992/10/04"	88.22	58.65	85.00
	"Oct 05, 1992"	"1992/10/05"	87.48	58.99	84.73
	"Oct 06, 1992"	"1992/10/06"	83.33	60.74	82.61
	"Oct 07, 1992"	"1992/10/07"	84.32	58.17	86.31
	"Oct 08, 1992"	"1992/10/08"	73.85	51.00	82.57
	"Oct 09, 1992"	"1992/10/09"	84.91	52.63	84.05
	"Oct 10, 1992"	"1992/10/10"	85.06	60.67	88.70
	"Oct 11, 1992"	"1992/10/11"	82.82	57.32	82.21
	"Oct 12, 1992"	"1992/10/12"	87.19	59.54	85.09
	"Oct 13, 1992"	"1992/10/13"	89.00	60.42	86.74
	"Oct 14, 1992"	"1992/10/14"	88.47	62.91	89.46
	"Oct 15, 1992"	"1992/10/15"	88.43	65.12	90.45
	"Oct 16, 1992"	"1992/10/16"	78.32	60.00	89.69
	"Oct 17, 1992"	"1992/10/17"	76.43	55.54	84.39
	"Oct 18, 1992"	"1992/10/18"	75.24	56.86	83.65
	"Oct 19, 1992"	"1992/10/19"	80.17	56.09	81.93
	"Oct 20, 1992"	"1992/10/20"	83.75	60.62	83.73
	"Oct 21, 1992"	"1992/10/21"	82.75	62.86	83.49
	"Oct 22, 1992"	"1992/10/22"	81.26	61.96	83.14
	"Oct 23, 1992"	"1992/10/23"	81.88	63.98	83.57
	"Oct 24, 1992"	"1992/10/24"	81.82	64.14	83.53
	"Oct 25, 1992"	"1992/10/25"	85.42	63.73	84.19
	"Oct 26, 1992"	"1992/10/26"	85.91	61.69	86.52
	"Oct 27, 1992"	"1992/10/27"	83.61	59.45	84.81
	"Oct 28, 1992"	"1992/10/28"	83.26	60.94	85.66
	"Oct 29, 1992"	"1992/10/29"	81.00	61.58	86.52
	"Oct 30, 1992"	"1992/10/30"	80.20	61.24	85.17
	"Oct 31, 1992"	"1992/10/31"	85.38	62.42	88.92
	"Nov 01, 1992"	"1992/11/01"	74.13	54.27	86.21
	"Nov 02, 1992"	"1992/11/02"	76.24	48.86	82.89
	"Nov 03, 1992"	"1992/11/03"	70.66	48.95	89.44
	"Nov 04, 1992"	"1992/11/04"	51.85	39.15	Missing
	"Nov 05, 1992"	"1992/11/05"	55.31	35.55	Missing
	"Nov 06, 1992"	"1992/11/06"	56.95	40.09	Missing
	"Nov 07, 1992"	"1992/11/07"	63.37	39.50	Missing
	"Nov 08, 1992"	"1992/11/08"	69.80	48.44	81.72
	"Nov 09, 1992"	"1992/11/09"	77.04	56.56	83.35
	"Nov 10, 1992"	"1992/11/10"	78.08	59.53	82.64
	"Nov 11, 1992"	"1992/11/11"	74.77	58.07	86.06
	"Nov 12, 1992"	"1992/11/12"	66.45	45.87	82.01
	"Nov 13, 1992"	"1992/11/13"	63.57	41.06	Missing
	"Nov 14, 1992"	"1992/11/14"	68.50	42.96	Missing
	"Nov 15, 1992"	"1992/11/15"	68.12	46.46	Missing
	"Nov 16, 1992"	"1992/11/16"	71.44	47.96	Missing
	"Nov 17, 1992"	"1992/11/17"	72.35	53.18	81.14
	"Nov 18, 1992"	"1992/11/18"	70.33	55.68	82.56
	"Nov 19, 1992"	"1992/11/19"	63.33	52.00	83.22
	"Nov 20, 1992"	"1992/11/20"	63.20	47.42	80.40
	"Nov 21, 1992"	"1992/11/21"	63.26	45.09	83.40
	"Nov 22, 1992"	"1992/11/22"	56.23	39.00	Missing
	"Nov 23, 1992"	"1992/11/23"	63.73	42.26	Missing
	"Nov 24, 1992"	"1992/11/24"	59.15	40.72	79.56
	"Nov 25, 1992"	"1992/11/25"	47.74	34.89	Missing
	"Nov 26, 1992"	"1992/11/26"	44.68	31.03	Missing
	"Nov 27, 1992"	"1992/11/27"	50.54	29.89	Missing
	"Nov 28, 1992"	"1992/11/28"	53.36	31.45	Missing
	"Nov 29, 1992"	"1992/11/29"	58.53	33.81	Missing
	"Nov 30, 1992"	"1992/11/30"	56.90	40.14	Missing
	"Dec 01, 1992"	"1992/12/01"	63.80	40.64	Missing
	"Dec 02, 1992"	"1992/12/02"	57.55	37.42	Missing
	"Dec 03, 1992"	"1992/12/03"	66.13	41.22	81.39
	"Dec 04, 1992"	"1992/12/04"	61.23	39.59	83.76
	"Dec 05, 1992"	"1992/12/05"	40.97	32.74	Missing
	"Dec 06, 1992"	"1992/12/06"	53.63	32.05	Missing
	"Dec 07, 1992"	"1992/12/07"	57.81	40.38	Missing
	"Dec 08, 1992"	"1992/12/08"	57.80	44.21	Missing
	"Dec 09, 1992"	"1992/12/09"	63.54	45.21	79.21
	"Dec 10, 1992"	"1992/12/10"	63.94	42.47	79.37
	"Dec 11, 1992"	"1992/12/11"	63.71	40.53	Missing
	"Dec 12, 1992"	"1992/12/12"	67.60	44.69	81.55
	"Dec 13, 1992"	"1992/12/13"	63.41	47.87	83.27
	"Dec 14, 1992"	"1992/12/14"	52.18	39.12	82.88
	"Dec 15, 1992"	"1992/12/15"	52.38	36.06	Missing
	"Dec 16, 1992"	"1992/12/16"	53.17	36.74	Missing
	"Dec 17, 1992"	"1992/12/17"	52.73	36.26	Missing
	"Dec 18, 1992"	"1992/12/18"	61.55	37.36	Missing
	"Dec 19, 1992"	"1992/12/19"	66.41	48.72	85.76
	"Dec 20, 1992"	"1992/12/20"	57.48	43.84	86.21
	"Dec 21, 1992"	"1992/12/21"	63.82	45.05	81.70
	"Dec 22, 1992"	"1992/12/22"	68.81	50.75	81.73
	"Dec 23, 1992"	"1992/12/23"	65.39	48.53	82.84
	"Dec 24, 1992"	"1992/12/24"	53.79	39.82	Missing
	"Dec 25, 1992"	"1992/12/25"	56.98	42.54	Missing
	"Dec 26, 1992"	"1992/12/26"	51.84	40.17	Missing
	"Dec 27, 1992"	"1992/12/27"	64.43	44.11	Missing
	"Dec 28, 1992"	"1992/12/28"	68.87	51.77	81.89
	"Dec 29, 1992"	"1992/12/29"	76.09	58.98	82.97
	"Dec 30, 1992"	"1992/12/30"	75.51	58.48	83.78
	"Dec 31, 1992"	"1992/12/31"	71.44	51.21	82.85
	"Jan 01, 1993"	"1993/01/01"	46.58	37.06	Missing
	"Jan 02, 1993"	"1993/01/02"	59.02	39.05	Missing
	"Jan 03, 1993"	"1993/01/03"	68.09	48.69	Missing
	"Jan 04, 1993"	"1993/01/04"	60.28	39.95	83.06
	"Jan 05, 1993"	"1993/01/05"	52.31	36.36	Missing
	"Jan 06, 1993"	"1993/01/06"	52.20	42.24	Missing
	"Jan 07, 1993"	"1993/01/07"	60.40	44.70	Missing
	"Jan 08, 1993"	"1993/01/08"	58.63	45.48	81.42
	"Jan 09, 1993"	"1993/01/09"	60.36	41.12	82.63
	"Jan 10, 1993"	"1993/01/10"	45.05	32.78	Missing
	"Jan 11, 1993"	"1993/01/11"	50.58	35.16	Missing
	"Jan 12, 1993"	"1993/01/12"	60.12	39.50	Missing
	"Jan 13, 1993"	"1993/01/13"	48.46	36.35	Missing
	"Jan 14, 1993"	"1993/01/14"	53.75	37.85	Missing
	"Jan 15, 1993"	"1993/01/15"	58.96	42.23	Missing
	"Jan 16, 1993"	"1993/01/16"	63.40	42.85	80.18
	"Jan 17, 1993"	"1993/01/17"	64.42	44.69	81.64
	"Jan 18, 1993"	"1993/01/18"	60.15	46.45	84.59
	"Jan 19, 1993"	"1993/01/19"	51.45	41.88	84.55
	"Jan 20, 1993"	"1993/01/20"	57.71	39.54	Missing
	"Jan 21, 1993"	"1993/01/21"	66.38	41.26	80.07
	"Jan 22, 1993"	"1993/01/22"	67.40	46.07	80.12
	"Jan 23, 1993"	"1993/01/23"	71.77	46.02	83.61
	"Jan 24, 1993"	"1993/01/24"	53.36	35.09	Missing
	"Jan 25, 1993"	"1993/01/25"	51.75	32.88	Missing
	"Jan 26, 1993"	"1993/01/26"	56.57	33.46	Missing
	"Jan 27, 1993"	"1993/01/27"	62.05	38.60	Missing
	"Jan 28, 1993"	"1993/01/28"	58.90	44.92	Missing
	"Jan 29, 1993"	"1993/01/29"	50.42	38.26	Missing
	"Jan 30, 1993"	"1993/01/30"	49.47	36.32	Missing
	"Jan 31, 1993"	"1993/01/31"	58.60	39.31	Missing
	"Feb 01, 1993"	"1993/02/01"	64.83	43.71	Missing
	"Feb 02, 1993"	"1993/02/02"	64.24	45.43	Missing
	"Feb 03, 1993"	"1993/02/03"	60.88	47.49	Missing
	"Feb 04, 1993"	"1993/02/04"	55.10	44.68	Missing
	"Feb 05, 1993"	"1993/02/05"	52.23	43.00	Missing
	"Feb 06, 1993"	"1993/02/06"	56.71	39.36	Missing
	"Feb 07, 1993"	"1993/02/07"	63.09	38.97	Missing
	"Feb 08, 1993"	"1993/02/08"	66.08	43.01	Missing
	"Feb 09, 1993"	"1993/02/09"	67.50	47.75	80.92
	"Feb 10, 1993"	"1993/02/10"	66.13	51.27	82.22
	"Feb 11, 1993"	"1993/02/11"	59.84	42.52	78.40
	"Feb 12, 1993"	"1993/02/12"	59.37	38.20	78.84
	"Feb 13, 1993"	"1993/02/13"	65.27	41.86	80.77
	"Feb 14, 1993"	"1993/02/14"	60.29	48.09	81.54
	"Feb 15, 1993"	"1993/02/15"	64.78	47.19	83.60
	"Feb 16, 1993"	"1993/02/16"	54.08	36.68	79.10
	"Feb 17, 1993"	"1993/02/17"	44.96	32.70	Missing
	"Feb 18, 1993"	"1993/02/18"	46.62	30.21	Missing
	"Feb 19, 1993"	"1993/02/19"	64.07	38.18	78.88
	"Feb 20, 1993"	"1993/02/20"	74.72	49.98	83.48
	"Feb 21, 1993"	"1993/02/21"	70.47	50.78	82.60
	"Feb 22, 1993"	"1993/02/22"	63.35	44.15	80.51
	"Feb 23, 1993"	"1993/02/23"	61.79	40.47	80.29
	"Feb 24, 1993"	"1993/02/24"	65.53	45.15	82.33
	"Feb 25, 1993"	"1993/02/25"	64.52	45.99	83.89
	"Feb 26, 1993"	"1993/02/26"	54.64	37.11	Missing
	"Feb 27, 1993"	"1993/02/27"	55.62	38.38	Missing
	"Feb 28, 1993"	"1993/02/28"	53.42	43.24	81.40
	"Mar 01, 1993"	"1993/03/01"	61.86	45.90	83.88
	"Mar 02, 1993"	"1993/03/02"	65.91	47.08	81.04
	"Mar 03, 1993"	"1993/03/03"	64.12	44.93	79.66
	"Mar 04, 1993"	"1993/03/04"	61.37	42.39	79.71
	"Mar 05, 1993"	"1993/03/05"	58.23	39.77	Missing
	"Mar 06, 1993"	"1993/03/06"	66.17	39.76	Missing
	"Mar 07, 1993"	"1993/03/07"	69.56	44.35	78.99
	"Mar 08, 1993"	"1993/03/08"	78.70	47.74	79.77
	"Mar 09, 1993"	"1993/03/09"	80.80	50.12	81.31
	"Mar 10, 1993"	"1993/03/10"	70.48	50.32	85.01
	"Mar 11, 1993"	"1993/03/11"	59.45	44.10	83.43
	"Mar 12, 1993"	"1993/03/12"	46.53	32.75	Missing
	"Mar 13, 1993"	"1993/03/13"	45.15	26.66	Missing
	"Mar 14, 1993"	"1993/03/14"	58.18	30.14	Missing
	"Mar 15, 1993"	"1993/03/15"	65.03	43.80	78.60
	"Mar 16, 1993"	"1993/03/16"	75.67	51.26	82.22
	"Mar 17, 1993"	"1993/03/17"	66.76	48.34	81.44
	"Mar 18, 1993"	"1993/03/18"	69.24	47.28	80.36
	"Mar 19, 1993"	"1993/03/19"	69.74	51.50	82.93
	"Mar 20, 1993"	"1993/03/20"	70.00	51.03	81.83
	"Mar 21, 1993"	"1993/03/21"	71.78	50.05	81.28
	"Mar 22, 1993"	"1993/03/22"	70.92	53.88	83.18
	"Mar 23, 1993"	"1993/03/23"	72.68	49.76	81.67
	"Mar 24, 1993"	"1993/03/24"	79.73	52.12	81.96
	"Mar 25, 1993"	"1993/03/25"	80.36	56.25	85.12
	"Mar 26, 1993"	"1993/03/26"	74.43	51.06	84.23
	"Mar 27, 1993"	"1993/03/27"	74.60	50.20	84.53
	"Mar 28, 1993"	"1993/03/28"	78.50	54.17	86.35
	"Mar 29, 1993"	"1993/03/29"	81.98	58.03	86.04
	"Mar 30, 1993"	"1993/03/30"	75.04	55.52	84.20
	"Mar 31, 1993"	"1993/03/31"	70.40	50.25	82.75
	"Apr 01, 1993"	"1993/04/01"	65.95	47.26	81.22
	"Apr 02, 1993"	"1993/04/02"	69.46	42.97	79.68
	"Apr 03, 1993"	"1993/04/03"	74.38	51.15	83.13
	"Apr 04, 1993"	"1993/04/04"	67.50	47.85	82.19
	"Apr 05, 1993"	"1993/04/05"	69.62	42.39	80.31
	"Apr 06, 1993"	"1993/04/06"	76.03	47.36	82.55
	"Apr 07, 1993"	"1993/04/07"	72.85	54.29	85.89
	"Apr 08, 1993"	"1993/04/08"	66.53	48.21	80.59
	"Apr 09, 1993"	"1993/04/09"	75.96	43.91	79.59
	"Apr 10, 1993"	"1993/04/10"	84.36	49.75	84.09
	"Apr 11, 1993"	"1993/04/11"	85.98	55.25	87.14
	"Apr 12, 1993"	"1993/04/12"	86.28	59.51	86.61
	"Apr 13, 1993"	"1993/04/13"	83.02	59.74	85.67
	"Apr 14, 1993"	"1993/04/14"	70.73	48.60	84.52
	"Apr 15, 1993"	"1993/04/15"	65.17	43.81	78.70
	"Apr 16, 1993"	"1993/04/16"	71.41	45.27	79.70
	"Apr 17, 1993"	"1993/04/17"	76.74	52.00	81.94
	"Apr 18, 1993"	"1993/04/18"	85.26	55.03	84.83
	"Apr 19, 1993"	"1993/04/19"	84.66	58.89	86.23
	"Apr 20, 1993"	"1993/04/20"	72.03	51.78	89.39
	"Apr 21, 1993"	"1993/04/21"	69.64	44.59	79.44
	"Apr 22, 1993"	"1993/04/22"	79.71	46.21	82.30
	"Apr 23, 1993"	"1993/04/23"	85.12	54.64	84.99
	"Apr 24, 1993"	"1993/04/24"	86.27	59.75	87.11
	"Apr 25, 1993"	"1993/04/25"	81.64	58.97	89.14
	"Apr 26, 1993"	"1993/04/26"	80.08	55.63	83.54
	"Apr 27, 1993"	"1993/04/27"	81.62	56.48	83.73
	"Apr 28, 1993"	"1993/04/28"	81.47	59.98	85.92
	"Apr 29, 1993"	"1993/04/29"	76.88	63.15	82.81
	"Apr 30, 1993"	"1993/04/30"	81.16	59.71	82.62
	"May 01, 1993"	"1993/05/01"	80.67	59.78	88.63
	"May 02, 1993"	"1993/05/02"	74.27	54.57	86.70
	"May 03, 1993"	"1993/05/03"	80.70	52.61	83.77
	"May 04, 1993"	"1993/05/04"	87.56	58.09	88.18
	"May 05, 1993"	"1993/05/05"	83.62	64.23	87.05
	"May 06, 1993"	"1993/05/06"	85.50	62.93	88.36
	"May 07, 1993"	"1993/05/07"	87.77	64.60	89.56
	"May 08, 1993"	"1993/05/08"	83.90	65.28	86.43
	"May 09, 1993"	"1993/05/09"	80.64	61.90	89.15
	"May 10, 1993"	"1993/05/10"	75.58	54.13	81.66
	"May 11, 1993"	"1993/05/11"	77.25	54.98	82.06
	"May 12, 1993"	"1993/05/12"	76.29	54.26	83.87
	"May 13, 1993"	"1993/05/13"	81.47	58.16	81.61
	"May 14, 1993"	"1993/05/14"	85.86	60.04	84.71
	"May 15, 1993"	"1993/05/15"	90.44	62.87	88.80
	"May 16, 1993"	"1993/05/16"	90.29	64.33	89.57
	"May 17, 1993"	"1993/05/17"	88.38	63.96	88.08
	"May 18, 1993"	"1993/05/18"	82.91	65.05	86.86
	"May 19, 1993"	"1993/05/19"	82.28	60.25	82.96
	"May 20, 1993"	"1993/05/20"	82.81	60.41	85.71
	"May 21, 1993"	"1993/05/21"	85.49	61.10	87.06
	"May 22, 1993"	"1993/05/22"	86.58	64.42	87.76
	"May 23, 1993"	"1993/05/23"	81.00	65.77	84.68
	"May 24, 1993"	"1993/05/24"	83.85	64.22	85.70
	"May 25, 1993"	"1993/05/25"	82.60	65.01	83.61
	"May 26, 1993"	"1993/05/26"	82.37	64.28	83.11
	"May 27, 1993"	"1993/05/27"	83.64	63.68	84.37
	"May 28, 1993"	"1993/05/28"	84.43	64.63	84.85
	"May 29, 1993"	"1993/05/29"	86.68	66.33	87.40
	"May 30, 1993"	"1993/05/30"	89.14	69.10	89.73
	"May 31, 1993"	"1993/05/31"	87.86	67.25	88.54
	"Jun 01, 1993"	"1993/06/01"	90.34	63.16	90.36
	"Jun 02, 1993"	"1993/06/02"	95.67	65.68	95.54
	"Jun 03, 1993"	"1993/06/03"	96.07	69.11	96.96
	"Jun 04, 1993"	"1993/06/04"	91.65	68.86	95.43
	"Jun 05, 1993"	"1993/06/05"	93.35	67.43	97.70
	"Jun 06, 1993"	"1993/06/06"	95.85	71.85	99.58
	"Jun 07, 1993"	"1993/06/07"	93.31	72.49	96.49
	"Jun 08, 1993"	"1993/06/08"	92.05	71.12	95.51
	"Jun 09, 1993"	"1993/06/09"	92.21	71.19	95.67
	"Jun 10, 1993"	"1993/06/10"	86.31	70.62	87.93
	"Jun 11, 1993"	"1993/06/11"	85.38	69.05	86.80
	"Jun 12, 1993"	"1993/06/12"	88.23	68.65	89.81
	"Jun 13, 1993"	"1993/06/13"	90.11	69.57	92.20
	"Jun 14, 1993"	"1993/06/14"	90.08	70.80	92.82
	"Jun 15, 1993"	"1993/06/15"	89.51	71.81	92.55
	"Jun 16, 1993"	"1993/06/16"	87.75	72.36	91.14
	"Jun 17, 1993"	"1993/06/17"	85.91	71.08	88.39
	"Jun 18, 1993"	"1993/06/18"	86.57	70.11	89.35
	"Jun 19, 1993"	"1993/06/19"	85.93	69.47	88.86
	"Jun 20, 1993"	"1993/06/20"	83.26	67.78	90.48
	"Jun 21, 1993"	"1993/06/21"	83.19	68.06	89.94
	"Jun 22, 1993"	"1993/06/22"	88.13	70.49	91.24
	"Jun 23, 1993"	"1993/06/23"	91.78	71.68	95.77
	"Jun 24, 1993"	"1993/06/24"	91.15	72.69	95.48
	"Jun 25, 1993"	"1993/06/25"	90.85	72.54	95.08
	"Jun 26, 1993"	"1993/06/26"	88.34	72.22	91.37
	"Jun 27, 1993"	"1993/06/27"	91.79	71.40	95.08
	"Jun 28, 1993"	"1993/06/28"	93.08	72.77	97.43
	"Jun 29, 1993"	"1993/06/29"	93.81	73.12	99.11
	"Jun 30, 1993"	"1993/06/30"	94.21	72.93	98.69
	"Jul 01, 1993"	"1993/07/01"	93.70	73.32	97.74
	"Jul 02, 1993"	"1993/07/02"	92.75	72.30	96.53
	"Jul 03, 1993"	"1993/07/03"	92.91	72.27	95.32
	"Jul 04, 1993"	"1993/07/04"	93.60	72.62	97.13
	"Jul 05, 1993"	"1993/07/05"	94.50	74.23	98.23
	"Jul 06, 1993"	"1993/07/06"	95.76	74.55	100.37
	"Jul 07, 1993"	"1993/07/07"	94.54	73.24	98.93
	"Jul 08, 1993"	"1993/07/08"	94.61	71.91	97.33
	"Jul 09, 1993"	"1993/07/09"	94.28	71.55	96.52
	"Jul 10, 1993"	"1993/07/10"	95.00	71.62	97.50
	"Jul 11, 1993"	"1993/07/11"	95.36	73.63	98.10
	"Jul 12, 1993"	"1993/07/12"	94.22	73.68	97.42
	"Jul 13, 1993"	"1993/07/13"	95.97	74.82	98.92
	"Jul 14, 1993"	"1993/07/14"	94.23	73.74	96.93
	"Jul 15, 1993"	"1993/07/15"	92.94	73.39	95.73
	"Jul 16, 1993"	"1993/07/16"	94.26	73.89	97.89
	"Jul 17, 1993"	"1993/07/17"	94.93	74.76	98.28
	"Jul 18, 1993"	"1993/07/18"	94.06	75.23	96.91
	"Jul 19, 1993"	"1993/07/19"	94.38	74.27	97.71
	"Jul 20, 1993"	"1993/07/20"	93.04	74.88	96.35
	"Jul 21, 1993"	"1993/07/21"	94.85	75.52	98.04
	"Jul 22, 1993"	"1993/07/22"	97.13	75.27	99.84
	"Jul 23, 1993"	"1993/07/23"	98.16	74.56	100.35
	"Jul 24, 1993"	"1993/07/24"	100.29	75.44	102.18
	"Jul 25, 1993"	"1993/07/25"	100.15	75.91	101.83
	"Jul 26, 1993"	"1993/07/26"	98.77	74.96	99.11
	"Jul 27, 1993"	"1993/07/27"	98.47	73.42	100.29
	"Jul 28, 1993"	"1993/07/28"	98.35	75.71	101.73
	"Jul 29, 1993"	"1993/07/29"	97.09	77.48	100.64
	"Jul 30, 1993"	"1993/07/30"	98.58	78.25	101.98
	"Jul 31, 1993"	"1993/07/31"	98.62	78.58	101.74
	"Aug 01, 1993"	"1993/08/01"	100.24	78.27	101.70
	"Aug 02, 1993"	"1993/08/02"	96.25	76.47	98.22
	"Aug 03, 1993"	"1993/08/03"	92.16	75.64	94.70
	"Aug 04, 1993"	"1993/08/04"	92.28	74.94	94.17
	"Aug 05, 1993"	"1993/08/05"	96.62	75.07	97.78
	"Aug 06, 1993"	"1993/08/06"	92.00	74.20	94.62
	"Aug 07, 1993"	"1993/08/07"	93.53	73.05	96.03
	"Aug 08, 1993"	"1993/08/08"	95.54	74.67	98.47
	"Aug 09, 1993"	"1993/08/09"	98.25	75.22	101.03
	"Aug 10, 1993"	"1993/08/10"	98.82	76.03	100.99
	"Aug 11, 1993"	"1993/08/11"	98.13	76.98	100.72
	"Aug 12, 1993"	"1993/08/12"	98.20	75.51	100.89
	"Aug 13, 1993"	"1993/08/13"	97.03	75.32	99.27
	"Aug 14, 1993"	"1993/08/14"	97.51	74.90	99.68
	"Aug 15, 1993"	"1993/08/15"	98.54	76.04	100.73
	"Aug 16, 1993"	"1993/08/16"	98.13	76.05	100.08
	"Aug 17, 1993"	"1993/08/17"	97.92	75.93	100.35
	"Aug 18, 1993"	"1993/08/18"	97.87	75.03	98.44
	"Aug 19, 1993"	"1993/08/19"	97.60	73.50	96.93
	"Aug 20, 1993"	"1993/08/20"	98.13	74.00	97.74
	"Aug 21, 1993"	"1993/08/21"	97.61	74.54	98.12
	"Aug 22, 1993"	"1993/08/22"	96.10	74.30	97.29
	"Aug 23, 1993"	"1993/08/23"	97.07	74.43	99.39
	"Aug 24, 1993"	"1993/08/24"	96.85	75.58	98.99
	"Aug 25, 1993"	"1993/08/25"	95.39	74.43	97.32
	"Aug 26, 1993"	"1993/08/26"	93.02	75.84	95.12
	"Aug 27, 1993"	"1993/08/27"	91.40	76.49	93.29
	"Aug 28, 1993"	"1993/08/28"	91.26	75.65	92.82
	"Aug 29, 1993"	"1993/08/29"	93.30	75.64	94.89
	"Aug 30, 1993"	"1993/08/30"	93.22	73.20	95.86
	"Aug 31, 1993"	"1993/08/31"	84.86	68.39	92.52
	"Sep 01, 1993"	"1993/09/01"	85.75	69.35	91.10
	"Sep 02, 1993"	"1993/09/02"	94.41	73.08	95.98
	"Sep 03, 1993"	"1993/09/03"	88.71	71.57	90.42
	"Sep 04, 1993"	"1993/09/04"	90.70	69.16	90.22
	"Sep 05, 1993"	"1993/09/05"	92.04	70.34	92.07
	"Sep 06, 1993"	"1993/09/06"	89.66	70.78	91.61
	"Sep 07, 1993"	"1993/09/07"	90.80	71.84	91.01
	"Sep 08, 1993"	"1993/09/08"	89.02	71.03	90.68
	"Sep 09, 1993"	"1993/09/09"	90.34	69.28	90.22
	"Sep 10, 1993"	"1993/09/10"	89.57	69.99	89.96
	"Sep 11, 1993"	"1993/09/11"	90.86	70.13	92.26
	"Sep 12, 1993"	"1993/09/12"	88.76	70.74	92.26
	"Sep 13, 1993"	"1993/09/13"	85.53	69.35	91.15
	"Sep 14, 1993"	"1993/09/14"	78.18	59.28	90.39
	"Sep 15, 1993"	"1993/09/15"	76.88	55.08	82.11
	"Sep 16, 1993"	"1993/09/16"	85.00	58.28	84.33
	"Sep 17, 1993"	"1993/09/17"	88.72	62.34	88.52
	"Sep 18, 1993"	"1993/09/18"	89.74	66.97	91.45
	"Sep 19, 1993"	"1993/09/19"	91.77	70.07	93.77
	"Sep 20, 1993"	"1993/09/20"	92.44	71.37	95.23
	"Sep 21, 1993"	"1993/09/21"	91.30	72.74	94.29
	"Sep 22, 1993"	"1993/09/22"	91.27	72.43	93.81
	"Sep 23, 1993"	"1993/09/23"	91.67	72.74	95.08
	"Sep 24, 1993"	"1993/09/24"	92.35	71.93	95.39
	"Sep 25, 1993"	"1993/09/25"	87.83	70.47	91.01
	"Sep 26, 1993"	"1993/09/26"	86.05	67.40	88.68
	"Sep 27, 1993"	"1993/09/27"	82.66	60.51	82.02
	"Sep 28, 1993"	"1993/09/28"	87.16	59.38	84.27
	"Sep 29, 1993"	"1993/09/29"	86.18	61.03	84.53
	"Sep 30, 1993"	"1993/09/30"	87.00	61.03	86.29
	"Oct 01, 1993"	"1993/10/01"	88.41	65.58	88.63
	"Oct 02, 1993"	"1993/10/02"	86.43	65.48	88.66
	"Oct 03, 1993"	"1993/10/03"	81.70	64.15	85.78
	"Oct 04, 1993"	"1993/10/04"	87.69	64.71	86.94
	"Oct 05, 1993"	"1993/10/05"	88.88	65.37	87.89
	"Oct 06, 1993"	"1993/10/06"	87.07	65.36	86.72
	"Oct 07, 1993"	"1993/10/07"	82.55	66.98	85.54
	"Oct 08, 1993"	"1993/10/08"	86.95	65.49	89.14
	"Oct 09, 1993"	"1993/10/09"	77.48	57.54	90.75
	"Oct 10, 1993"	"1993/10/10"	74.47	52.42	83.43
	"Oct 11, 1993"	"1993/10/11"	80.99	58.20	87.65
	"Oct 12, 1993"	"1993/10/12"	84.46	62.93	87.21
	"Oct 13, 1993"	"1993/10/13"	80.92	63.62	87.25
	"Oct 14, 1993"	"1993/10/14"	83.07	61.12	85.09
	"Oct 15, 1993"	"1993/10/15"	87.42	63.81	88.00
	"Oct 16, 1993"	"1993/10/16"	88.18	65.72	90.31
	"Oct 17, 1993"	"1993/10/17"	87.70	66.73	92.49
	"Oct 18, 1993"	"1993/10/18"	84.79	67.62	90.23
	"Oct 19, 1993"	"1993/10/19"	78.33	64.07	91.86
	"Oct 20, 1993"	"1993/10/20"	72.16	55.26	89.74
	"Oct 21, 1993"	"1993/10/21"	66.12	49.79	Missing
	"Oct 22, 1993"	"1993/10/22"	68.25	46.29	Missing
	"Oct 23, 1993"	"1993/10/23"	70.48	45.76	Missing
	"Oct 24, 1993"	"1993/10/24"	72.77	49.16	79.73
	"Oct 25, 1993"	"1993/10/25"	77.13	51.63	80.59
	"Oct 26, 1993"	"1993/10/26"	69.39	52.78	81.06
	"Oct 27, 1993"	"1993/10/27"	60.84	48.27	Missing
	"Oct 28, 1993"	"1993/10/28"	72.88	46.20	79.28
	"Oct 29, 1993"	"1993/10/29"	65.58	38.66	84.95
	"Oct 30, 1993"	"1993/10/30"	45.09	33.08	Missing
	"Oct 31, 1993"	"1993/10/31"	56.18	30.57	Missing
	"Nov 01, 1993"	"1993/11/01"	65.10	37.01	Missing
	"Nov 02, 1993"	"1993/11/02"	62.47	49.67	Missing
	"Nov 03, 1993"	"1993/11/03"	69.35	51.06	Missing
	"Nov 04, 1993"	"1993/11/04"	79.72	55.34	82.53
	"Nov 05, 1993"	"1993/11/05"	65.12	43.09	85.07
	"Nov 06, 1993"	"1993/11/06"	51.45	34.48	Missing
	"Nov 07, 1993"	"1993/11/07"	59.35	32.30	Missing
	"Nov 08, 1993"	"1993/11/08"	64.40	41.68	Missing
	"Nov 09, 1993"	"1993/11/09"	68.05	49.76	79.93
